ID=0, Sequence=501, X=-1.3148438178342E7, Y=3986007.33707501
ID=392, Sequence=73602, X=-1.31722937723644E7, Y=3992589.00598539
ID=376, Sequence=73618, X=-1.31604901268686E7, Y=3983604.51656911
ID=369, Sequence=73625, X=-1.31732325701477E7, Y=3980986.58854145
ID=356, Sequence=73638, X=-1.31653732040352E7, Y=3979269.7303039
ID=344, Sequence=73650, X=-1.31675231504219E7, Y=3983201.17153714
ID=341, Sequence=73653, X=-1.31611815283338E7, Y=3996742.43563288
ID=481, Sequence=73665, X=-1.31666874424081E7, Y=4006274.34148418
ID=328, Sequence=73666, X=-1.31665053500448E7, Y=4017381.57552184
ID=323, Sequence=73671, X=-1.3164673641168E7, Y=4009578.77039748
ID=319, Sequence=73675, X=-1.31725299547932E7, Y=3980785.45642186
ID=311, Sequence=73683, X=-1.31797761792543E7, Y=4034012.38567948
ID=309, Sequence=73685, X=-1.31796270681139E7, Y=3987866.54069607
ID=298, Sequence=73696, X=-1.31664498243489E7, Y=4004793.375826
ID=297, Sequence=73697, X=-1.31465371582907E7, Y=4002630.83853352
ID=453, Sequence=73699, X=-1.31720898017055E7, Y=3999061.29808204
ID=284, Sequence=73710, X=-1.31622290819542E7, Y=4010893.89191493
ID=282, Sequence=73712, X=-1.31461672569996E7, Y=4013699.91850854
ID=280, Sequence=73714, X=-1.31588966349362E7, Y=4008455.5325747
ID=451, Sequence=73718, X=-1.31591784774698E7, Y=4008664.35809858
ID=273, Sequence=73721, X=-1.31598285585975E7, Y=4009023.63190636
ID=268, Sequence=73726, X=-1.3166638930173E7, Y=4006583.92475818
ID=264, Sequence=73730, X=-1.31769455019238E7, Y=3999263.38535114
ID=258, Sequence=73736, X=-1.31602320289208E7, Y=3978793.94026887
ID=450, Sequence=73743, X=-1.31643545982615E7, Y=3993735.58487752
ID=473, Sequence=73748, X=-1.31612996960473E7, Y=3999053.18256271
ID=244, Sequence=73750, X=-1.31623862775011E7, Y=4012224.62512233
ID=238, Sequence=73756, X=-1.31627464993393E7, Y=4012675.51715059
ID=226, Sequence=73768, X=-1.31543565023037E7, Y=3984370.49556036
ID=222, Sequence=73772, X=-1.31665334359581E7, Y=4003109.86598287
ID=215, Sequence=73779, X=-1.31623421671016E7, Y=4007967.45642425
ID=210, Sequence=73784, X=-1.31751171304165E7, Y=3999797.68913883
ID=205, Sequence=73789, X=-1.31599401451329E7, Y=4009163.26378603
ID=204, Sequence=73790, X=-1.31785195185813E7, Y=3981237.26611067
ID=203, Sequence=73791, X=-1.31652645432406E7, Y=3993742.76548882
ID=198, Sequence=73796, X=-1.31607233736821E7, Y=3994816.10309742
ID=469, Sequence=73802, X=-1.31625970264719E7, Y=4010128.343573
ID=163, Sequence=73831, X=-1.31735207077723E7, Y=3995686.31233673
ID=464, Sequence=73834, X=-1.31722529259552E7, Y=4024581.324274
ID=154, Sequence=73840, X=-1.31600038325196E7, Y=4009242.9586725
ID=147, Sequence=73847, X=-1.31557358977256E7, Y=4012335.7173246
ID=142, Sequence=73852, X=-1.31623093092185E7, Y=3996504.56511996
ID=140, Sequence=73854, X=-1.31683269986524E7, Y=4003458.66562403
ID=125, Sequence=73869, X=-1.31784293827127E7, Y=3980718.60234296
ID=123, Sequence=73871, X=-1.31630761745823E7, Y=4012954.74116291
ID=116, Sequence=73878, X=-1.31666821014634E7, Y=4003016.03277602
ID=115, Sequence=73879, X=-1.31365356052856E7, Y=4013622.31490055
ID=114, Sequence=73880, X=-1.31664909466363E7, Y=4003965.35196555
ID=461, Sequence=73881, X=-1.31610731756772E7, Y=3997402.14295266
ID=105, Sequence=73889, X=-1.31591700443889E7, Y=3978794.36647262
ID=103, Sequence=73891, X=-1.31555725883573E7, Y=3995662.15329834
ID=100, Sequence=73894, X=-1.31743091853076E7, Y=3999693.47584873
ID=99, Sequence=73895, X=-1.31603258266235E7, Y=3991726.89870291
ID=98, Sequence=73896, X=-1.31666727224647E7, Y=3997326.09070444
ID=95, Sequence=73899, X=-1.31663943414861E7, Y=4005910.65575912
ID=91, Sequence=73903, X=-1.3167583377376E7, Y=3997632.35407883
ID=89, Sequence=73905, X=-1.31776522774051E7, Y=3995679.34994064
ID=84, Sequence=73910, X=-1.31388748639795E7, Y=3981922.40431101
ID=81, Sequence=73913, X=-1.31606739689546E7, Y=3994434.8173168
ID=431, Sequence=73915, X=-1.31608044860914E7, Y=4010244.90064453
ID=77, Sequence=73917, X=-1.31720432470876E7, Y=3998390.22957881
ID=458, Sequence=73918, X=-1.31571220732244E7, Y=3977491.97522843
ID=61, Sequence=73933, X=-1.31719527555716E7, Y=3980620.22886098
ID=55, Sequence=73939, X=-1.31766255765774E7, Y=4000143.00560781
ID=50, Sequence=73944, X=-1.31610922717939E7, Y=3997541.31952825
ID=43, Sequence=73951, X=-1.31388896202076E7, Y=3982796.26159847
ID=36, Sequence=73958, X=-1.31786200283103E7, Y=3983263.19962846
ID=35, Sequence=73959, X=-1.31797830626446E7, Y=3989389.70744771
ID=455, Sequence=73962, X=-1.3178643026152E7, Y=3983726.80880001
ID=488, Sequence=73982, X=-1.31746884701351E7, Y=4000553.09314923
ID=9, Sequence=73985, X=-1.31615119279959E7, Y=4000600.29776846
ID=8, Sequence=73986, X=-1.31730469925437E7, Y=3980933.46436615
ID=5, Sequence=73989, X=-1.31614030594475E7, Y=3994660.58315191
ID=4, Sequence=73990, X=-1.31616954445257E7, Y=4001938.25651889
ID=421, Sequence=74386, X=-1.3159663408688E7, Y=4011089.84494963
ID=420, Sequence=74387, X=-1.3161854718063E7, Y=4011422.25809717
ID=419, Sequence=74388, X=-1.31735998954332E7, Y=3995686.16839375
ID=401, Sequence=74406, X=-1.31604163956652E7, Y=3992422.57320795
ID=392, Sequence=74415, X=-1.3172234511964E7, Y=3992489.14182683
ID=376, Sequence=74431, X=-1.31602331432558E7, Y=3984464.84267946
ID=369, Sequence=74438, X=-1.31742670232766E7, Y=3981282.71974119
ID=356, Sequence=74451, X=-1.31665692871344E7, Y=3979280.53302252
ID=344, Sequence=74463, X=-1.31675451447209E7, Y=3982759.1419208
ID=341, Sequence=74466, X=-1.31611666879324E7, Y=3996644.44893394
ID=481, Sequence=74478, X=-1.31666851854454E7, Y=4005388.3685371
ID=328, Sequence=74479, X=-1.31659103784501E7, Y=4016636.54325584
ID=323, Sequence=74484, X=-1.3164545072014E7, Y=4009774.72092647
ID=319, Sequence=74488, X=-1.31714955016642E7, Y=3980489.33825118
ID=311, Sequence=74496, X=-1.31800739912421E7, Y=4034385.88281164
ID=309, Sequence=74498, X=-1.31797986008349E7, Y=3991395.81739371
ID=298, Sequence=74509, X=-1.31665377694247E7, Y=4003022.61901228
ID=297, Sequence=74510, X=-1.31473512818919E7, Y=4001027.3225375
ID=453, Sequence=74512, X=-1.31731876823348E7, Y=3999103.79040509
ID=284, Sequence=74523, X=-1.31622460709241E7, Y=4010450.63120413
ID=282, Sequence=74525, X=-1.3145618763711E7, Y=4013727.70685814
ID=280, Sequence=74527, X=-1.31602079828865E7, Y=4009813.76878913
ID=451, Sequence=74531, X=-1.31599894994791E7, Y=4009262.90836228
ID=273, Sequence=74534, X=-1.31600398028967E7, Y=4009300.03432794
ID=268, Sequence=74539, X=-1.31666856001138E7, Y=4005707.38789768
ID=264, Sequence=74543, X=-1.31769447615723E7, Y=3998378.34454673
ID=258, Sequence=74549, X=-1.31622149325792E7, Y=3979273.32546461
ID=450, Sequence=74556, X=-1.31646293705008E7, Y=3993737.82776396
ID=473, Sequence=74561, X=-1.31614203803301E7, Y=3999932.91324173
ID=244, Sequence=74563, X=-1.31617913059065E7, Y=4011479.93491797
ID=238, Sequence=74569, X=-1.31621515277447E7, Y=4011930.79705814
ID=226, Sequence=74581, X=-1.31574051994885E7, Y=3985449.95810927
ID=222, Sequence=74585, X=-1.31665554302572E7, Y=4002667.05521796
ID=215, Sequence=74592, X=-1.31623073173887E7, Y=4008852.78939678
ID=210, Sequence=74597, X=-1.3174979743002E7, Y=3999796.67535034
ID=205, Sequence=74602, X=-1.31602765496527E7, Y=4009584.22825638
ID=204, Sequence=74603, X=-1.31785633274826E7, Y=3982120.25956448
ID=203, Sequence=74604, X=-1.31655393291996E7, Y=3993743.13387943
ID=198, Sequence=74609, X=-1.31606101825977E7, Y=3993935.15085134
ID=469, Sequence=74615, X=-1.31641238482853E7, Y=4010500.75267615
ID=163, Sequence=74644, X=-1.31740702790531E7, Y=3995685.31335627
ID=464, Sequence=74647, X=-1.31728478975498E7, Y=4025326.88451947
ID=154, Sequence=74653, X=-1.31600782855165E7, Y=4009336.12576689
ID=147, Sequence=74660, X=-1.31513543912151E7, Y=4012629.30589901
ID=142, Sequence=74665, X=-1.31616121737012E7, Y=3993992.61003762
ID=140, Sequence=74667, X=-1.3170525284797E7, Y=4003455.0507197
ID=125, Sequence=74682, X=-1.31785359934557E7, Y=3981569.31852929
ID=123, Sequence=74684, X=-1.3165454698196E7, Y=4015939.52219255
ID=116, Sequence=74691, X=-1.31666832525459E7, Y=4003901.43798147
ID=115, Sequence=74692, X=-1.31321540987751E7, Y=4013915.93710713
ID=114, Sequence=74693, X=-1.31665019437857E7, Y=4003743.92757242
ID=461, Sequence=74694, X=-1.316119385996E7, Y=3998281.74467767
ID=105, Sequence=74702, X=-1.31580721030511E7, Y=3978794.80710685
ID=103, Sequence=74704, X=-1.31558454371167E7, Y=3995682.54992856
ID=100, Sequence=74707, X=-1.31721604917501E7, Y=3999561.14615857
ID=99, Sequence=74708, X=-1.31602110742797E7, Y=3990847.10814466
ID=98, Sequence=74709, X=-1.31666700564877E7, Y=3996441.20449496
ID=95, Sequence=74712, X=-1.31664163357851E7, Y=4005467.73475046
ID=91, Sequence=74716, X=-1.31686813163438E7, Y=3997630.46316957
ID=89, Sequence=74718, X=-1.31798501364398E7, Y=3995709.39268369
ID=84, Sequence=74723, X=-1.31388695505373E7, Y=3978384.21983976
ID=81, Sequence=74726, X=-1.31606177357552E7, Y=3993994.31688582
ID=431, Sequence=74728, X=-1.31602095144968E7, Y=4009500.34162476
ID=77, Sequence=74730, X=-1.31720423148616E7, Y=3997947.25053512
ID=458, Sequence=74731, X=-1.3157130866106E7, Y=3978376.32008116
ID=61, Sequence=74746, X=-1.31729872087005E7, Y=3980916.35046111
ID=55, Sequence=74752, X=-1.3176078411996E7, Y=4000184.43650263
ID=50, Sequence=74757, X=-1.31609715875111E7, Y=3996661.77561003
ID=43, Sequence=74764, X=-1.31389037893235E7, Y=3986335.81241701
ID=36, Sequence=74771, X=-1.31787254385412E7, Y=3984140.92397995
ID=35, Sequence=74772, X=-1.31794651061155E7, Y=3987197.20815532
ID=455, Sequence=74775, X=-1.31788357976013E7, Y=3984596.8717981
ID=488, Sequence=74795, X=-1.31742379970647E7, Y=4000806.89910357
ID=9, Sequence=74798, X=-1.31616326122787E7, Y=4001480.1493387
ID=8, Sequence=74799, X=-1.31720125394147E7, Y=3980637.34231762
ID=5, Sequence=74802, X=-1.31616778424528E7, Y=3994661.67388301
ID=4, Sequence=74803, X=-1.31615747602429E7, Y=4001058.36914501
ID=421, Sequence=75203, X=-1.31596516701952E7, Y=4012859.32012191
ID=420, Sequence=75204, X=-1.31642332416768E7, Y=4014406.63181719
ID=419, Sequence=75205, X=-1.31741494667139E7, Y=3995685.1694133
ID=401, Sequence=75223, X=-1.3160301870344E7, Y=3991542.89407357
ID=392, Sequence=75232, X=-1.31721752515637E7, Y=3992389.27855265
ID=376, Sequence=75248, X=-1.31599761596431E7, Y=3985325.23433135
ID=369, Sequence=75255, X=-1.31753014764057E7, Y=3981578.85870108
ID=356, Sequence=75268, X=-1.31682010208126E7, Y=3979546.32581044
ID=344, Sequence=75280, X=-1.31675671390199E7, Y=3982317.12959867
ID=341, Sequence=75283, X=-1.31611678826104E7, Y=3996533.72362859
ID=481, Sequence=75295, X=-1.31666840343629E7, Y=4004502.84631519
ID=328, Sequence=75296, X=-1.31653154068555E7, Y=4015891.56043847
ID=323, Sequence=75301, X=-1.31644165028601E7, Y=4009970.67487183
ID=319, Sequence=75305, X=-1.31704610485352E7, Y=3980193.22783838
ID=311, Sequence=75313, X=-1.31803718032301E7, Y=4034759.39241432
ID=309, Sequence=75315, X=-1.31805214949002E7, Y=3993739.26153381
ID=298, Sequence=75326, X=-1.31666257145006E7, Y=4001252.14078126
ID=297, Sequence=75327, X=-1.31453128211725E7, Y=4000373.11652209
ID=453, Sequence=75329, X=-1.31742569966091E7, Y=3999238.45946643
ID=284, Sequence=75340, X=-1.31622630598939E7, Y=4010007.38797659
ID=282, Sequence=75342, X=-1.31450702704225E7, Y=4013755.4952765
ID=280, Sequence=75344, X=-1.31595810707724E7, Y=4010969.19975446
ID=451, Sequence=75348, X=-1.31601531272776E7, Y=4009942.09704806
ID=273, Sequence=75351, X=-1.3159643182342E7, Y=4012259.91482938
ID=268, Sequence=75356, X=-1.31666844490313E7, Y=4004821.84056367
ID=264, Sequence=75360, X=-1.31769440212209E7, Y=3997493.3732785
ID=258, Sequence=75366, X=-1.3164406511908E7, Y=3979280.23402773
ID=450, Sequence=75373, X=-1.31649041427399E7, Y=3993740.07065085
ID=473, Sequence=75378, X=-1.31615410646129E7, Y=4000812.71265627
ID=244, Sequence=75380, X=-1.31611963343118E7, Y=4010735.29406834
ID=238, Sequence=75386, X=-1.31615565561501E7, Y=4011186.12632862
ID=226, Sequence=75398, X=-1.31584332310731E7, Y=3988774.42028164
ID=222, Sequence=75402, X=-1.31665774245562E7, Y=4002224.2618749
ID=215, Sequence=75409, X=-1.31622733766647E7, Y=4009738.23134661
ID=210, Sequence=75414, X=-1.31748423555876E7, Y=3999795.66156194
ID=205, Sequence=75419, X=-1.31608715212472E7, Y=4010328.79283371
ID=204, Sequence=75420, X=-1.3178607136384E7, Y=3983003.32202796
ID=203, Sequence=75421, X=-1.31658141151586E7, Y=3993743.50227006
ID=198, Sequence=75426, X=-1.3160497716199E7, Y=3993054.20624523
ID=469, Sequence=75432, X=-1.31657502075031E7, Y=4010944.74615618
ID=163, Sequence=75461, X=-1.31746198503337E7, Y=3995684.3143759
ID=464, Sequence=75464, X=-1.31734428691445E7, Y=4026072.49437212
ID=154, Sequence=75470, X=-1.31601527385136E7, Y=4009429.29363352
ID=147, Sequence=75477, X=-1.31469728847045E7, Y=4012922.90214687
ID=142, Sequence=75482, X=-1.31625318000878E7, Y=3991952.16254728
ID=140, Sequence=75484, X=-1.31727234461459E7, Y=4003442.51038369
ID=125, Sequence=75499, X=-1.3178579802357E7, Y=3982452.33793239
ID=123, Sequence=75501, X=-1.31678332218097E7, Y=4018925.09703064
ID=116, Sequence=75508, X=-1.31666844036285E7, Y=4004786.91286495
ID=115, Sequence=75509, X=-1.31277725922646E7, Y=4014209.5669908
ID=114, Sequence=75510, X=-1.31665129409352E7, Y=4003522.50753647
ID=461, Sequence=75511, X=-1.31613145442428E7, Y=3999161.41509631
ID=105, Sequence=75519, X=-1.31571324548455E7, Y=3978536.11508627
ID=103, Sequence=75521, X=-1.31561190219305E7, Y=3995680.48054912
ID=100, Sequence=75524, X=-1.31699622125892E7, Y=3999565.70229185
ID=99, Sequence=75525, X=-1.31600954787723E7, Y=3989967.6427026
ID=98, Sequence=75526, X=-1.31666673905105E7, Y=3995556.38777158
ID=95, Sequence=75529, X=-1.31664383300841E7, Y=4005024.83118167
ID=91, Sequence=75533, X=-1.31697792553117E7, Y=3997628.57226063
ID=89, Sequence=75535, X=-1.31820055429455E7, Y=3995708.23519958
ID=84, Sequence=75540, X=-1.31399218560279E7, Y=3974990.50204918
ID=81, Sequence=75543, X=-1.31605615025559E7, Y=3993553.83366674
ID=431, Sequence=75545, X=-1.31592231651187E7, Y=4008658.68767925
ID=77, Sequence=75547, X=-1.31718929349312E7, Y=3997624.93200847
ID=458, Sequence=75548, X=-1.31577129704288E7, Y=3978794.95123671
ID=61, Sequence=75563, X=-1.31740216618295E7, Y=3981212.47982034
ID=55, Sequence=75569, X=-1.31755312474147E7, Y=4000225.86754989
ID=50, Sequence=75574, X=-1.31608513587309E7, Y=3995782.10381413
ID=43, Sequence=75581, X=-1.3138906633789E7, Y=3987046.51483046
ID=36, Sequence=75588, X=-1.31789356630151E7, Y=3985009.48104328
ID=35, Sequence=75589, X=-1.31790448106723E7, Y=3985460.45854151
ID=455, Sequence=75592, X=-1.31790460220752E7, Y=3985465.46393052
ID=488, Sequence=75612, X=-1.31737875239944E7, Y=4001060.71077972
ID=9, Sequence=75615, X=-1.31617532965615E7, Y=4002360.0696837
ID=8, Sequence=75616, X=-1.31709780862857E7, Y=3980341.2280274
ID=5, Sequence=75619, X=-1.3161802470735E7, Y=3994576.52904002
ID=4, Sequence=75620, X=-1.31614540759601E7, Y=4000178.55053521
ID=421, Sequence=76022, X=-1.3160269003575E7, Y=4012031.97871364
ID=420, Sequence=76023, X=-1.31666117652904E7, Y=4017391.7988973
ID=419, Sequence=76024, X=-1.31746990380113E7, Y=3995684.18238448
ID=401, Sequence=76042, X=-1.31601869181804E7, Y=3990663.31977656
ID=392, Sequence=76051, X=-1.31721159911635E7, Y=3992289.41616284
ID=376, Sequence=76067, X=-1.31598947295452E7, Y=3986204.32308186
ID=369, Sequence=76074, X=-1.31756593712554E7, Y=3980705.41519422
ID=356, Sequence=76087, X=-1.31692354739416E7, Y=3979842.41927712
ID=344, Sequence=76099, X=-1.31675891333189E7, Y=3981875.13456789
ID=341, Sequence=76102, X=-1.31611690772885E7, Y=3996422.99941131
ID=481, Sequence=76114, X=-1.31666828832804E7, Y=4003617.39378679
ID=328, Sequence=76115, X=-1.31647204352609E7, Y=4015146.62705615
ID=323, Sequence=76120, X=-1.31642879337061E7, Y=4010166.63223382
ID=319, Sequence=76124, X=-1.31694265954062E7, Y=3979897.12518261
ID=311, Sequence=76132, X=-1.3180669615218E7, Y=4035132.91448923
ID=309, Sequence=76134, X=-1.31817919731516E7, Y=3995739.12136885
ID=298, Sequence=76145, X=-1.31667136595764E7, Y=3999481.94095097
ID=297, Sequence=76146, X=-1.31432060962566E7, Y=3999866.95594585
ID=453, Sequence=76148, X=-1.31745612460305E7, Y=3999749.62060942
ID=284, Sequence=76159, X=-1.31622800488638E7, Y=4009564.16222944
ID=282, Sequence=76161, X=-1.3144521777134E7, Y=4013783.28376361
ID=280, Sequence=76163, X=-1.31633494581296E7, Y=4011237.20592719
ID=451, Sequence=76167, X=-1.31597947366722E7, Y=4010780.54587058
ID=273, Sequence=76170, X=-1.31588184392834E7, Y=4012129.17219366
ID=268, Sequence=76175, X=-1.31666832979487E7, Y=4003936.36293136
ID=264, Sequence=76179, X=-1.31769432808694E7, Y=3996608.47152374
ID=258, Sequence=76185, X=-1.31655043533048E7, Y=3979268.30528455
ID=450, Sequence=76192, X=-1.31651789149791E7, Y=3993742.31353818
ID=473, Sequence=76197, X=-1.31616617488957E7, Y=4001692.58082864
ID=244, Sequence=76199, X=-1.31606013627171E7, Y=4009990.70255988
ID=238, Sequence=76205, X=-1.31609615845554E7, Y=4010441.50494848
ID=226, Sequence=76217, X=-1.31589242584731E7, Y=3992288.91727261
ID=222, Sequence=76221, X=-1.31665994188552E7, Y=4001781.48595085
ID=215, Sequence=76228, X=-1.31622394359408E7, Y=4010623.74305802
ID=210, Sequence=76233, X=-1.31747049681732E7, Y=3999794.64777363
ID=205, Sequence=76238, X=-1.31614664928419E7, Y=4011073.40674482
ID=204, Sequence=76239, X=-1.31787606567963E7, Y=3984286.4259969
ID=203, Sequence=76240, X=-1.31660889011176E7, Y=3993743.8706607
ID=198, Sequence=76245, X=-1.31603840771589E7, Y=3992174.32494888
ID=469, Sequence=76251, X=-1.31653447016889E7, Y=4009659.48763331
ID=163, Sequence=76280, X=-1.31751692137563E7, Y=3995684.18238448
ID=464, Sequence=76283, X=-1.31740378407391E7, Y=4026818.15384556
ID=154, Sequence=76289, X=-1.31602271915105E7, Y=4009522.46227243
ID=147, Sequence=76296, X=-1.31425913781941E7, Y=4013216.50606902
ID=142, Sequence=76301, X=-1.3163488755613E7, Y=3989529.73199363
ID=140, Sequence=76303, X=-1.31749217037226E7, Y=4003432.77656524
ID=125, Sequence=76318, X=-1.31786236592944E7, Y=3983336.39469023
ID=123, Sequence=76320, X=-1.31702117454234E7, Y=4021911.466551
ID=116, Sequence=76327, X=-1.3166685554711E7, Y=4005672.45744925
ID=115, Sequence=76328, X=-1.3123391085754E7, Y=4014503.20455241
ID=114, Sequence=76329, X=-1.31665239380848E7, Y=4003301.09185736
ID=461, Sequence=76330, X=-1.31614352285257E7, Y=4000041.15423089
ID=105, Sequence=76338, X=-1.31571157684152E7, Y=3976768.07954618
ID=103, Sequence=76340, X=-1.31563928224316E7, Y=3995699.22138788
ID=100, Sequence=76343, X=-1.316776394436E7, Y=3999573.71764898
ID=99, Sequence=76344, X=-1.31599798832649E7, Y=3989088.24581267
ID=98, Sequence=76345, X=-1.31668024942216E7, Y=3996313.62415562
ID=95, Sequence=76348, X=-1.31664603243831E7, Y=4004581.94504988
ID=91, Sequence=76352, X=-1.31708771942796E7, Y=3997626.68135201
ID=89, Sequence=76354, X=-1.31819998772667E7, Y=3993936.84691318
ID=84, Sequence=76359, X=-1.31400687823669E7, Y=3974651.11659702
ID=81, Sequence=76362, X=-1.31605052693565E7, Y=3993113.36765676
ID=431, Sequence=76364, X=-1.31602006201725E7, Y=4009418.72483294
ID=77, Sequence=76366, X=-1.3171343363507E7, Y=3997625.87849928
ID=458, Sequence=76367, X=-1.31588109117665E7, Y=3978794.51060247
ID=61, Sequence=76382, X=-1.31750561149585E7, Y=3981508.61693953
ID=55, Sequence=76388, X=-1.31750272910359E7, Y=4000362.1981336
ID=50, Sequence=76393, X=-1.31607346712825E7, Y=3994901.37136746
ID=36, Sequence=76407, X=-1.31791456572322E7, Y=3985877.15348349
ID=35, Sequence=76408, X=-1.31788348164552E7, Y=3984592.8181176
ID=455, Sequence=76411, X=-1.31792560162923E7, Y=3986333.17141266
ID=488, Sequence=76431, X=-1.3173337050924E7, Y=4001314.52817822
ID=9, Sequence=76434, X=-1.31618739808443E7, Y=4003240.05882582
ID=8, Sequence=76435, X=-1.31699436331567E7, Y=3980045.12149464
ID=5, Sequence=76438, X=-1.31617115367448E7, Y=3994367.58705134
ID=4, Sequence=76439, X=-1.31613333916773E7, Y=3999298.80066716
ID=421, Sequence=76844, X=-1.31580782503198E7, Y=4012178.76807278
ID=420, Sequence=76845, X=-1.31689902889041E7, Y=4020377.76021083
ID=419, Sequence=76846, X=-1.31752484016186E7, Y=3995684.18238448
ID=401, Sequence=76864, X=-1.31600713226729E7, Y=3989783.86866175
ID=392, Sequence=76873, X=-1.31720567307632E7, Y=3992189.55465734
ID=376, Sequence=76889, X=-1.31598660260315E7, Y=3987089.07661358
ID=369, Sequence=76896, X=-1.3175829657882E7, Y=3979419.05513918
ID=356, Sequence=76909, X=-1.31702699270706E7, Y=3980138.52049982
ID=344, Sequence=76921, X=-1.3167611127618E7, Y=3981433.15682566
ID=341, Sequence=76924, X=-1.31611702719665E7, Y=3996312.27628204
ID=481, Sequence=76936, X=-1.31666817321979E7, Y=4002732.01092913
ID=328, Sequence=76937, X=-1.31641254636663E7, Y=4014401.74309531
ID=323, Sequence=76942, X=-1.31641593645522E7, Y=4010362.59301267
ID=319, Sequence=76946, X=-1.31683921422772E7, Y=3979601.03028303
ID=311, Sequence=76954, X=-1.31809674272059E7, Y=4035506.44903808
ID=309, Sequence=76956, X=-1.31773961748368E7, Y=3995679.94214863
ID=298, Sequence=76967, X=-1.31668016046523E7, Y=3997712.01933954
ID=297, Sequence=76968, X=-1.31411553127212E7, Y=3999282.52174091
ID=453, Sequence=76970, X=-1.31735721496954E7, Y=3999560.4951289
ID=284, Sequence=76981, X=-1.31622970378336E7, Y=4009120.95395983
ID=282, Sequence=76983, X=-1.31439732838455E7, Y=4013811.07231949
ID=280, Sequence=76985, X=-1.3165610146028E7, Y=4008209.26965904
ID=451, Sequence=76989, X=-1.31596344791271E7, Y=4011645.33405784
ID=273, Sequence=76992, X=-1.31544369327729E7, Y=4012422.75537002
ID=268, Sequence=76997, X=-1.31666821468662E7, Y=4003050.954978
ID=264, Sequence=77001, X=-1.31769417990841E7, Y=3994837.58300178
ID=258, Sequence=77007, X=-1.31668293408046E7, Y=3979308.95477058
ID=450, Sequence=77014, X=-1.31654536984705E7, Y=3993743.01907896
ID=473, Sequence=77019, X=-1.31617824331785E7, Y=4002572.51778117
ID=244, Sequence=77021, X=-1.31600063911225E7, Y=4009246.16037905
ID=238, Sequence=77027, X=-1.31603666129608E7, Y=4009696.93290416
ID=226, Sequence=77039, X=-1.3159308966928E7, Y=3995811.13261424
ID=222, Sequence=77043, X=-1.31666214131542E7, Y=4001338.72744296
ID=215, Sequence=77050, X=-1.31622053311818E7, Y=4011509.37460012
ID=210, Sequence=77055, X=-1.31745675807588E7, Y=3999793.63398541
ID=205, Sequence=77060, X=-1.31620614644365E7, Y=4011818.07000325
ID=204, Sequence=77061, X=-1.31789706510132E7, Y=3985154.0428801
ID=203, Sequence=77062, X=-1.31663636857873E7, Y=3993744.5916286
ID=198, Sequence=77067, X=-1.31602695518376E7, Y=3991294.66517711
ID=469, Sequence=77073, X=-1.31642509891832E7, Y=4011198.211421
ID=163, Sequence=77102, X=-1.31757187857915E7, Y=3995683.82092033
ID=464, Sequence=77105, X=-1.31746328123338E7, Y=4027563.86295343
ID=154, Sequence=77111, X=-1.31603016445074E7, Y=4009615.63168364
ID=147, Sequence=77118, X=-1.31382098716835E7, Y=4013510.11766629
ID=142, Sequence=77123, X=-1.31597381526693E7, Y=3989045.86724518
ID=140, Sequence=77125, X=-1.31771199612993E7, Y=4003423.04275521
ID=125, Sequence=77140, X=-1.3178742883921E7, Y=3984212.99824044
ID=123, Sequence=77142, X=-1.31725902690371E7, Y=4024898.63162836
ID=116, Sequence=77149, X=-1.31664795690102E7, Y=4006826.74079162
ID=115, Sequence=77150, X=-1.31190095792434E7, Y=4014796.84979277
ID=114, Sequence=77151, X=-1.31665349352343E7, Y=4003079.68053474
ID=461, Sequence=77152, X=-1.31615559128085E7, Y=4000920.96210372
ID=105, Sequence=77160, X=-1.31582218136451E7, Y=3975893.27325922
ID=103, Sequence=77162, X=-1.31566666229327E7, Y=3995717.96225781
ID=100, Sequence=77165, X=-1.31655769903663E7, Y=3999444.58650656
ID=99, Sequence=77166, X=-1.31598642877576E7, Y=3988208.9174526
ID=98, Sequence=77167, X=-1.31670543666262E7, Y=3997633.26515993
ID=95, Sequence=77170, X=-1.31664823186821E7, Y=4004139.07635228
ID=91, Sequence=77174, X=-1.31719751332474E7, Y=3997624.79044371
ID=89, Sequence=77176, X=-1.3180051520645E7, Y=3993740.6305553
ID=81, Sequence=77184, X=-1.31604489882535E7, Y=3992672.93230816
ID=431, Sequence=77186, X=-1.31614267571193E7, Y=4010885.37242669
ID=77, Sequence=77188, X=-1.31707937920829E7, Y=3997626.82499016
ID=458, Sequence=77189, X=-1.31599088531043E7, Y=3978794.06996826
ID=61, Sequence=77204, X=-1.31756966619184E7, Y=3981123.61168369
ID=55, Sequence=77210, X=-1.31745768179656E7, Y=4000615.99978466
ID=50, Sequence=77215, X=-1.31606211046303E7, Y=3994020.70634402
ID=36, Sequence=77229, X=-1.31793556514492E7, Y=3986744.89260751
ID=35, Sequence=77230, X=-1.31786381013135E7, Y=3983627.52830518
ID=455, Sequence=77233, X=-1.31794660105094E7, Y=3987200.94558985
ID=488, Sequence=77253, X=-1.31729405988188E7, Y=4001502.36727369
ID=9, Sequence=77256, X=-1.31619946651271E7, Y=4004120.11678741
ID=8, Sequence=77257, X=-1.31689091800276E7, Y=3979749.02271849
ID=5, Sequence=77260, X=-1.31616206027547E7, Y=3994158.64893549
